date, pm25, pm10, o3, no2, so2, co
2017/4/30, 130, 73, 112, 55, 27, 6
2017/5/1, 132, 63, 91, 39, 15, 5
2017/5/2, 104, 45, 47, 39, 17, 5
2017/5/3, 67, 53, 62, 44, 36, 5
2017/5/4, 87, 55, 55, 45, 19, 5
2017/5/5, 98, 46, 52, 38, 18, 5
2017/5/6, 98, 95, 70, 30, 8, 5
2017/5/7, 113, 114, 103, 41, 14, 5
2017/5/8, 119, 97, 85, 55, 18, 6
2017/5/9, 121, 64, 58, 42, 14, 5
2017/5/10, 99, 49, 50, 34, 12, 5
2017/5/11, 105, 65, 75, 49, 17, 6
2017/5/12, 127, 62, 48, 46, 16, 6
2017/5/13, 128, 59, 57, 41, 19, 6
2017/5/14, 120, 59, 60, 32, 8, 5
2017/5/15, 95, 55, 52, 36, 10, 4
2017/5/16, 75, 52, 72, 45, 15, 5
2017/5/17, 87, 63, 76, 48, 25, 6
2017/5/18, 122, 67, 88, 59, 20, 6
2017/5/19, 145, 63, 85, 64, 17, 7
2017/5/20, 126, 55, 81, 59, 18, 6
2017/5/21, 102, 54, 75, 45, 18, 5
2017/5/22, 108, 61, 86, 50, 24, 6
2017/5/23, 131, 69, 43, 46, 23, 6
2017/5/24, 136, 57, 50, 39, 21, 5
2017/5/25, 117, 63, 75, 50, 20, 6
2017/5/26, 138, 54, 55, 37, 14, 5
2017/5/27, 77, 47, 62, 47, 11, 6
2017/5/28, 77, 53, 62, 46, 16, 5
2017/5/29, 92, 63, 94, 60, 26, 7
2017/5/30, 108, 86, 115, 87, 35, 8
2017/5/31, 158, 71, 47, 45, 23, 6
2017/6/1, 132, 62, 72, 35, 21, 5
2017/6/2, 142, 52, 54, 43, 16, 5
2017/6/3, 95, 45, 68, 46, 11, 6
2017/6/4, 77, 51, 88, 43, 21, 6
2017/6/5, 96, 43, 53, 40, 15, 5
2017/6/6, 71, 40, 40, 34, 15, 4
2017/6/7, 67, 43, 47, 41, 11, 5
2017/6/8, 86, 44, 76, 49, 10, 6
2017/6/9, 79, 60, 92, 67, 14, 8
2017/6/10, 127, 62, 93, 52, 13, 7
