date, pm25, pm10, o3, no2, so2, co
2017/3/26, 19, 19, 33, 6, 1, 4
2017/3/27, 30, 17, 26, 8, 1, 3
2017/3/28, 32, 20, 17, 7, 1, 
2017/3/29, 32, 25, 38, 8, 1, 4
2017/3/30, 25, 31, 17, 13, 1, 5
2017/3/31, 51, 14, 18, 5, 1, 1
2017/4/1, 37, 13, 25, 7, 1, 3
2016/10/2, 8, 10, 26, 8, 1, 3
2016/10/3, 24, 10, 23, 1, 1, 1
2016/10/4, 23, 11, 23, 7, 2, 2
2016/10/5, 23, 11, 21, 4, , 1
2016/10/6, 16, 17, 23, 10, 2, 3
2016/10/7, 24, 18, 22, 12, 2, 3
2016/10/8, 25, 21, 22, 7, 2, 3
2016/10/9, 30, 24, 27, 5, 2, 
2016/10/10, 34, 20, 28, 9, 2, 3
2016/10/11, 24, 12, 21, 2, , 1
2016/10/12, 25, 11, 21, 6, 3, 2
2016/10/13, 18, 12, 20, 7, 1, 1
2016/10/14, 18, 18, 23, 13, 1, 2
2016/10/15, 23, 21, 32, 13, 2, 4
2016/10/16, 34, 23, 27, 9, 1, 5
2016/10/17, 52, 15, 20, 7, 1, 2
2016/10/18, 32, 11, 13, 10, 2, 3
2016/10/19, 25, 10, 21, 8, 1, 1
2016/10/20, 21, 20, 22, 12, 1, 3
2016/10/21, 24, 32, 26, 12, 2, 4
2016/10/22, 44, 25, 20, 5, 1, 3
2016/10/23, 56, 8, 19, 2, 2, 1
2016/10/24, 23, 14, 21, 10, 1, 3
2016/10/25, 18, 20, 26, 15, 2, 3
2016/10/26, 29, 24, 23, 15, 2, 4
2016/10/27, 42, 21, 19, 8, 2, 3
2016/10/28, 33, 19, 11, 10, 1, 3
2016/10/29, 27, 17, 25, 6, 1, 
2016/10/30, 22, 18, 27, 5, 3, 
2016/10/31, 33, 11, 19, 5, , 1
2016/11/1, 37, 13, 26, 12, 1, 2
2016/11/2, 18, 21, 21, 13, 1, 3
2016/11/3, 28, 20, 28, 14, 1, 3
2016/11/4, 22, 18, 22, 11, 1, 3
2016/11/5, 33, 17, 21, 3, 1, 2
2016/11/6, 30, 18, 22, 4, 1, 2
2016/11/7, 22, 21, 27, 17, 2, 3
2016/11/8, 27, 34, 20, 15, 1, 5
2016/11/9, 51, 24, 18, 7, 1, 
2016/11/10, 37, 13, 33, 10, 1, 3
2016/11/11, 29, 15, 25, 7, 1, 
2016/11/12, 27, 14, 33, 5, 1, 2
2016/11/13, 24, 12, 24, 7, 1, 2
2016/11/14, 30, 10, 17, 4, 1, 2
2016/11/15, 15, 16, 22, 8, 1, 2
2016/11/16, 25, 19, 20, 9, 1, 3
2016/11/17, 30, 20, 24, 7, 1, 3
2016/11/18, 24, 22, 38, 14, 2, 3
2016/11/19, 28, 28, 24, 7, 1, 3
2016/11/20, 40, 34, 33, 5, 1, 3
2016/11/21, 51, 29, 39, 15, 2, 4
2016/11/22, 46, 27, 48, 15, 2, 4
2016/11/23, 53, 31, 31, 7, 1, 
2016/11/24, 47, 19, 19, 5, 1, 2
2016/11/25, 38, 18, 26, 9, 1, 3
2016/11/26, 23, 22, 31, 6, 1, 3
2016/11/27, 28, 31, 17, 3, 1, 2
2016/11/28, 37, 32, 35, 8, 2, 3
2016/11/29, 41, 31, 23, 5, 1, 3
2016/11/30, 52, 23, 24, 9, 1, 3
2016/12/1, 30, 22, 35, 18, 2, 4
2016/12/2, 40, 25, 34, 14, 2, 4
2016/12/3, 51, 27, 28, 3, 1, 3
2016/12/4, 45, 25, 36, 5, 1, 
2016/12/5, 40, 27, 53, 12, 1, 4
2016/12/6, 47, 25, 18, 16, 1, 4
2016/12/7, 51, 21, 22, 8, 1, 3
2016/12/8, 42, 24, 39, 8, 3, 4
2016/12/9, 34, 20, 20, 3, , 2
2016/12/10, 41, 22, 21, 8, 1, 2
2016/12/11, 25, 28, 27, 3, 1, 
2016/12/12, 30, 25, 34, 9, 2, 3
2016/12/13, 33, 28, 35, 14, 2, 3
2016/12/14, 44, 27, 29, 10, 1, 4
2016/12/15, 48, 21, 12, 6, , 
2016/12/16, 29, 6, 11, 11, 1, 3
2016/12/17, 5, 10, 26, 5, 1, 4
2016/12/18, 23, 28, 15, 2, , 
2016/12/19, 46, 23, 19, 7, 1, 
2016/12/20, 27, 21, 31, 13, 2, 2
2016/12/21, 20, 29, 24, 7, 1, 3
2016/12/22, 49, 29, 17, 6, 1, 1
2016/12/23, 44, 24, 22, 6, 3, 3
2016/12/24, 29, 20, 33, 8, 1, 3
2016/12/25, 21, 15, 28, 7, , 
2016/12/26, 25, 18, 33, 6, , 
2016/12/27, 28, 21, 29, 6, , 
2016/12/28, 37, 23, 39, 8, , 
2016/12/29, 37, 23, 39, 12, , 
2016/12/30, 42, 22, 41, 16, 2, 
2016/12/31, 41, 24, 27, 5, 1, 3
2017/1/1, 38, 23, 28, 6, 1, 3
2017/1/2, 36, 17, 17, 2, 1, 2
2016/7/2, 37, 10, 19, 11, 1, 2
2016/7/3, 29, 14, 18, 14, 1, 4
2016/7/4, 51, 21, 9, 17, 2, 8
2016/7/5, 70, 24, 15, 12, 1, 7
2016/7/6, 68, 7, 19, 5, 1, 1
2016/7/7, 31, 7, 18, 7, , 2
2016/7/8, 12, 7, 12, 13, 1, 2
2016/7/9, 17, 10, 7, 13, , 3
2016/7/10, 27, , , , , 
2016/7/12, 36, 9, 20, 7, 1, 3
2016/7/13, 29, 8, 21, 3, , 1
2016/7/14, 19, 12, 20, 10, 2, 2
2016/7/15, 29, 13, 14, 16, 2, 4
2016/7/16, 34, 23, 15, 15, 1, 7
2016/7/17, 59, 17, 13, 12, 4, 4
2016/7/18, 41, 16, 10, 12, 2, 7
2016/7/19, 55, 18, 11, 18, 2, 8
2016/7/20, 49, 14, 6, 16, 1, 4
2016/7/21, 33, 6, 13, 13, 2, 3
2016/7/22, 21, 12, 15, 9, 1, 7
2016/7/23, 43, 8, 22, 5, 1, 1
2016/7/24, 28, 9, 18, 5, 1, 1
2016/7/25, 27, 10, 20, 7, 1, 3
2016/7/26, 32, 10, 16, 12, 1, 1
2016/7/27, 20, 13, 18, 9, 1, 2
2016/7/28, 28, 10, 17, 9, 1, 3
2016/7/29, 26, 10, 16, 10, 1, 3
2016/7/30, 28, 13, 15, 14, 1, 3
2016/7/31, 26, 25, 11, 14, 1, 7
2016/8/1, 60, 21, 2, 19, 2, 6
2016/8/2, 57, 25, 9, 12, 1, 6
2016/8/3, 60, 11, 15, 8, , 2
2016/8/4, 30, 10, 17, 10, , 3
2016/8/5, 19, 9, 15, 10, 1, 2
2016/8/6, 20, 10, 18, 10, 1, 3
2016/8/7, 24, 15, 19, 9, 1, 5
2016/8/8, 42, 12, 18, 14, 1, 3
2016/8/9, 43, 19, 9, 17, 1, 5
2016/8/10, 54, 23, 20, 12, 2, 6
2016/8/11, 53, 14, 20, 10, 2, 2
2016/8/12, 27, 11, 17, 13, 1, 2
2016/8/13, 19, 14, 20, 12, 1, 3
2016/8/14, 33, 16, 20, 12, 1, 4
2016/8/15, 48, 22, 19, 16, 1, 5
2016/8/16, 54, 27, 11, 21, 3, 7
2016/8/17, 53, 30, 19, 17, 1, 5
2016/8/18, 55, 26, 18, 20, 2, 6
2016/8/19, 53, 25, 22, 13, 2, 5
2016/8/20, 51, 12, 21, 7, 1, 1
2016/8/21, 30, 10, 20, 12, 1, 3
2016/8/22, 40, 16, 11, 16, 1, 5
2016/8/23, 47, 11, 15, 10, 1, 3
2016/8/24, 35, 9, 20, 13, 1, 2
2016/8/25, 15, 5, 18, 6, 1, 1
2016/8/26, 19, 10, 20, 11, 1, 2
2016/8/27, 26, 12, 21, 13, 1, 3
2016/8/28, 33, 13, 20, 10, 1, 5
2016/8/29, 47, 18, 12, 16, 1, 5
2016/8/30, 53, 22, 15, 21, 2, 5
2016/8/31, 48, 27, 17, 15, 1, 5
2016/9/1, 52, 16, 19, 12, 1, 4
2016/9/2, 41, 12, 5, 19, 1, 4
2016/9/3, 24, 7, 19, 6, 1, 3
2016/9/4, 27, 9, 20, 8, 1, 4
2016/9/5, 32, 9, 16, 14, 3, 3
2016/9/6, 21, 20, 19, 19, 2, 6
2016/9/7, 35, 25, 21, 14, 1, 6
2016/9/8, 42, 23, 20, 15, 2, 3
2016/9/9, 39, 27, 24, 15, 2, 6
2016/9/10, 48, 21, 20, 5, 3, 1
2016/9/11, 39, 8, 23, 9, 1, 2
2016/9/12, 22, 13, 22, 12, 1, 3
2016/9/13, 25, 16, 22, 15, 1, 2
2016/9/14, 22, 16, 20, 12, 1, 4
2016/9/15, 32, 7, 20, 5, 1, 1
2016/9/16, 30, 7, 19, 10, 1, 2
2016/9/17, 12, 12, 20, 11, 1, 3
2016/9/18, 25, 14, 7, 15, 1, 4
2016/9/19, 35, 11, 18, 9, 1, 2
2016/9/20, 41, 10, 18, 14, 1, 2
2016/9/21, 24, 16, 13, 17, 3, 3
2016/9/22, 25, 14, 16, 6, 1, 5
2016/9/23, 39, 7, 19, 6, 1, 3
2016/9/24, 22, 13, 23, 11, 1, 3
2016/9/25, 29, 12, 19, 7, 1, 3
2016/9/26, 34, 10, 21, 8, 1, 1
2016/9/27, 29, 12, 21, 7, 1, 2
2016/9/28, 22, 13, 22, 13, 1, 2
2016/9/29, 17, 18, 19, 14, 2, 4
2016/9/30, 30, 13, 17, 2, 1, 1
2016/10/1, 18, 8, 20, 5, 1, 1
2016/4/2, 28, 25, 25, 14, , 4
2016/4/3, 49, 26, 19, 6, , 4
2016/4/4, 48, 17, 14, 10, , 3
2016/4/5, 30, 17, , 12, , 4
2016/4/6, 41, 27, 34, 13, , 5
2016/4/7, 53, 30, 14, 7, , 1
2016/4/8, 49, 26, 12, 12, , 3
2016/4/9, 26, 24, , 10, , 5
2016/4/10, 38, 20, 38, 13, , 3
2016/4/11, 50, 26, 23, 15, , 3
2016/4/12, 58, 21, 13, 9, , 2
2016/4/13, 44, 16, 16, 11, , 3
2016/4/14, 30, 15, 10, 14, , 2
2016/4/15, 25, 17, 22, 14, , 4
2016/4/16, 26, 20, 33, 12, , 4
2016/4/17, 36, 22, 20, 5, , 3
2016/4/18, 52, 14, 19, 8, , 2
2016/4/19, 33, 10, 20, 10, , 3
2016/4/20, 19, 14, 20, 14, , 4
2016/4/21, 27, 17, 22, 16, , 4
2016/4/22, 33, 21, 18, 15, , 5
2016/4/23, 50, 15, 16, 5, , 2
2016/4/24, 33, 12, 18, 7, , 4
2016/4/25, 18, 17, 21, 8, , 4
2016/4/30, 57, 39, 17, 16, , 7
2016/5/1, 77, 15, 18, 6, , 4
2016/5/2, 51, 10, 13, 16, , 3
2016/5/3, 35, 18, 21, 13, , 3
2016/5/4, 39, 16, 17, 13, , 2
2016/5/5, 26, 21, 20, 17, , 3
2016/5/6, 35, 24, 21, 21, , 5
2016/5/7, 46, 34, 36, 21, , 7
2016/5/8, 64, 49, 16, 21, , 9
2016/5/9, 107, 55, 13, 14, , 8
2016/5/10, 141, 13, 20, 3, , 1
2016/5/11, 48, 10, 17, 10, , 2
2016/5/12, 21, 12, 14, 11, , 2
2016/5/13, 23, 12, 3, 15, , 4
2016/5/14, 20, 17, 18, 20, , 6
2016/5/15, 37, 25, 12, 20, , 8
2016/5/16, 61, 23, 19, 17, , 5
2016/5/17, 52, 26, 18, 16, , 5
2016/5/18, 52, 20, 18, 22, , 7
2016/5/19, 44, 26, 18, 12, , 4
2016/5/20, 48, 25, 18, 17, 2, 3
2016/5/21, 50, 25, 17, 16, 1, 5
2016/5/22, 56, 37, 30, 17, 1, 8
2016/5/23, 74, 45, 21, 12, 1, 6
2016/5/24, 97, 18, 18, 12, 1, 2
2016/5/25, 41, 19, 13, 23, 2, 4
2016/5/26, 34, 33, 15, 17, 2, 7
2016/5/27, 61, 11, 20, 5, , 2
2016/5/28, 29, 11, 16, 13, 1, 3
2016/5/29, 25, 8, 17, 10, 1, 2
2016/5/30, 29, 10, 15, 17, 2, 3
2016/5/31, 36, 17, 12, 15, 1, 4
2016/6/1, 48, 9, 9, 15, 1, 3
2016/6/2, 22, 10, 13, 15, 1, 3
2016/6/3, 27, 11, 10, 15, 1, 3
2016/6/4, 22, 9, 16, 11, 1, 3
2016/6/5, 12, 10, 20, 4, 1, 2
2016/6/6, 17, 6, 18, 4, 1, 1
2016/6/7, 22, 8, 16, 12, 1, 2
2016/6/8, 26, 11, 15, 14, 1, 4
2016/6/9, 28, 10, 18, 9, 1, 3
2016/6/10, 21, 10, 14, 14, 2, 4
2016/6/11, 22, 10, 19, 6, 1, 2
2016/6/12, 29, 9, 21, 9, 1, 3
2016/6/13, 32, 20, 17, 13, 1, 5
2016/6/14, 61, 22, 11, 17, 2, 8
2016/6/15, 65, 18, 12, 18, 1, 4
2016/6/16, 51, 28, 10, 18, 2, 9
2016/6/17, 60, 24, 11, 15, 2, 8
2016/6/18, 59, 17, 7, 13, 1, 5
2016/6/19, 43, 12, 8, 12, 1, 4
2016/6/20, 37, 7, 11, 9, 1, 3
2016/6/21, 26, 5, 18, 5, 2, 1
2016/6/22, 20, 7, 17, 8, 2, 2
2016/6/23, 17, 10, 12, 12, 1, 2
2016/6/24, 19, 9, 20, 6, 1, 2
2016/6/25, 18, 6, 20, 5, , 2
2016/6/26, 18, 9, 15, 13, 2, 4
2016/6/27, 38, 19, 13, 11, 1, 7
2016/6/28, 64, 7, 14, 7, 1, 1
2016/6/29, 23, 13, 11, 17, 2, 4
2016/6/30, 43, 26, 8, 19, 2, 10
2016/7/1, 70, 15, 18, 9, 2, 2
2016/1/5, 21, 16, 11, 5, , 2
2016/1/6, 19, 13, 9, 6, , 3
2016/1/7, 13, 10, 10, 4, , 2
2016/1/8, 15, 15, 21, 5, , 5
2016/1/9, 15, 20, 34, 6, , 8
2016/1/10, 30, 21, 30, 6, , 7
2016/1/11, 36, 20, 49, 11, , 5
2016/1/12, 34, 26, 28, 13, , 4
2016/1/13, 51, 28, 44, 9, , 4
2016/1/14, 46, 29, 40, 10, , 3
2016/1/15, 47, 13, 12, 4, , 2
2016/1/16, 37, 12, 12, 4, , 
2016/1/17, 18, 9, 11, 3, , 
2016/1/18, 11, , 23, 6, , 3
2016/1/20, 25, 25, 47, 12, , 3
2016/1/21, 43, 29, 50, 12, , 4
2016/1/22, 48, 19, 25, 11, , 5
2016/1/23, 34, 12, 20, 4, , 3
2016/1/24, 27, 19, 18, 3, , 3
2016/1/25, 34, 31, 11, 9, , 5
2016/1/26, 62, 16, 17, 5, , 3
2016/1/27, 38, 15, 11, 8, , 4
2016/1/28, 30, 15, 36, 8, , 4
2016/1/29, 24, 18, 26, 12, , 3
2016/1/30, 36, 14, 26, 7, , 4
2016/1/31, 29, 14, 20, 6, , 2
2016/2/1, 35, 18, 20, 13, , 4
2016/2/2, 36, 12, 29, 9, , 3
2016/2/3, 28, 17, 45, 12, , 4
2016/2/4, 28, 17, 17, 4, , 2
2016/2/5, 33, 23, 12, 4, , 
2016/2/6, 31, 19, 13, 5, , 3
2016/2/7, 23, 20, 17, 5, , 2
2016/2/8, 21, 14, 20, 6, , 
2016/2/9, 20, 15, 20, 8, , 2
2016/2/10, 29, 24, 30, 9, , 3
2016/2/11, 43, 18, 13, 9, , 4
2016/2/12, 27, 14, 21, 8, , 4
2016/2/13, 20, 14, 38, 6, , 
2016/2/14, 22, 18, 46, 6, , 3
2016/2/15, 30, 29, 30, 6, , 
2016/2/16, 40, 27, 19, 7, , 3
2016/2/17, 52, 21, 22, 6, , 3
2016/2/18, 38, 21, 30, 10, , 3
2016/2/19, 21, 26, 35, 10, , 4
2016/2/20, 32, 28, 18, 5, , 3
2016/2/21, 50, 16, 17, 6, , 4
2016/2/22, 32, 16, , 8, , 3
2016/2/23, 31, 18, 36, 10, , 4
2016/2/24, 36, 21, 61, 13, , 4
2016/2/25, 38, 27, 56, 16, , 4
2016/2/26, 41, 31, 19, 7, , 4
2016/2/27, 45, 26, 20, 5, , 2
2016/2/28, 32, , , , , 
2016/3/1, 24, 14, 19, 8, , 3
2016/3/2, 24, 18, 36, 10, , 4
2016/3/3, 25, 23, 2, 13, , 6
2016/3/4, 28, 25, , , , 
2016/3/5, 27, 20, 30, 7, , 
2016/3/6, 36, 14, 1, 6, , 
2016/3/7, 33, 17, 26, 8, , 
2016/3/8, 26, 23, 19, 6, , 4
2016/3/9, 34, 21, 33, 8, , 3
2016/3/10, 30, 22, 30, 10, , 5
2016/3/11, 32, 25, 20, 9, , 3
2016/3/12, 38, 19, 29, 7, , 4
2016/3/13, 38, 16, 21, 5, , 3
2016/3/14, 27, 17, 26, 7, , 4
2016/3/15, 25, 17, 14, 7, , 3
2016/3/16, 39, 11, 16, 6, , 2
2016/3/17, 21, 9, 29, 7, , 3
2016/3/18, 19, 13, 16, 8, , 3
2016/3/19, 23, 10, 20, 5, , 
2016/3/20, 29, 13, 17, 3, , 
2016/3/21, 20, 9, 12, 7, , 
2016/3/22, 16, 7, 13, 6, , 
2016/3/23, 12, 11, 19, 12, , 3
2016/3/24, 17, 22, 32, 13, , 3
2016/3/25, 30, 22, 20, 16, , 4
2016/3/26, 47, 21, 36, 8, , 4
2016/3/27, 45, 18, 25, 8, , 3
2016/3/28, 38, 14, 22, 6, , 
2016/3/29, 27, 18, 11, 11, , 4
2016/3/30, 30, 14, 22, 10, , 3
2016/3/31, 33, 20, 20, 13, , 3
2016/4/1, 38, 20, 30, 10, , 3
2015/10/2, 36, 26, 29, 12, , 3
2015/10/3, 56, 22, 44, 16, , 3
2015/10/4, 45, 23, 29, 16, , 4
2015/10/5, 57, 19, 39, 17, , 4
2015/10/6, 36, 26, 43, 23, , 5
2015/10/7, 45, 31, 19, 13, , 3
2015/10/8, 52, 31, 18, 13, , 2
2015/10/9, 41, 27, 28, 8, , 
2015/10/10, 32, 29, 40, 13, , 4
2015/10/11, 57, 23, 39, 11, , 4
2015/10/12, 54, 14, 36, 11, , 3
2015/10/13, 41, 13, 24, 7, , 28
2015/10/14, 27, 14, 27, 11, , 14
2015/10/15, 26, 22, 34, 11, , 14
2015/10/16, 35, 25, 43, 17, , 6
2015/10/17, 48, 28, 33, 11, , 6
2015/10/18, 51, 24, 23, 3, , 3
2015/10/19, 44, 23, 24, 7, , 4
2015/10/20, 28, 20, 12, 19, , 17
2015/10/21, 29, 20, 16, 20, , 20
2015/10/22, 41, 16, 22, 10, , 
2015/10/23, 34, 11, 17, 6, , 23
2015/10/24, 23, 14, 25, 8, , 18
2015/10/25, 19, 15, 31, 11, , 6
2015/10/26, 30, 22, 23, 16, , 4
2015/10/27, 41, 19, 18, 5, , 2
2015/10/28, 40, 13, 18, 10, , 3
2015/10/29, 25, 18, 23, 13, , 2
2015/10/30, 29, 18, 23, 11, , 2
2015/10/31, 26, 17, 23, 11, , 3
2015/11/1, 30, 15, 34, 7, , 3
2015/11/2, 31, 10, 39, 6, , 2
2015/11/3, 23, 12, 19, 5, , 2
2015/11/4, 23, 8, 14, 10, , 3
2015/11/5, 14, 7, 16, 11, , 2
2015/11/6, 9, 11, 25, 11, , 3
2015/11/7, 19, 13, 26, 7, , 4
2015/11/8, 28, 14, 17, 3, , 
2015/11/9, 29, 14, 24, 9, , 1
2015/11/10, 26, 17, 37, 13, , 2
2015/11/11, 24, 24, 18, 10, , 3
2015/11/12, 38, 15, 18, 12, , 3
2015/11/13, 29, 12, 28, 10, , 2
2015/11/14, 24, 12, 17, 4, , 2
2015/11/15, 25, 9, 17, 4, , 1
2015/11/16, 20, 11, 21, 9, , 1
2015/11/17, 20, 13, 33, 12, , 3
2015/11/18, 22, , 32, 10, , 3
2015/11/20, 39, 30, 42, , , 4
2015/11/21, 48, 24, 22, 3, , 
2015/11/22, 45, 20, 16, 5, , 
2015/11/23, 27, 23, 24, 9, , 2
2015/11/24, 28, 28, 30, 8, , 2
2015/11/25, 41, 28, 41, 15, , 3
2015/11/26, 43, 34, , 9, , 3
2015/11/27, 63, , , 5, , 
2015/11/29, 26, 23, 29, 4, , 1
2015/11/30, 28, 20, 33, 11, , 2
2015/12/1, 35, 24, 38, 17, , 3
2015/12/2, 43, 26, 16, 4, , 2
2015/12/3, 47, 21, 12, 10, , 2
2015/12/4, 33, 20, 17, 11, , 1
2015/12/5, 27, 18, 29, 7, , 2
2015/12/6, 23, 18, 1, 11, , 3
2015/12/7, 26, 15, 15, 5, , 106
2015/12/8, 24, 17, 17, 11, , 5
2015/12/9, 21, 22, 45, 10, , 4
2015/12/10, 36, 22, 30, 8, , 2
2015/12/11, 43, 26, 31, 8, , 1
2015/12/12, 53, 31, 19, 4, , 1
2015/12/13, 49, 26, 24, 4, , 2
2015/12/14, 28, 28, 35, 13, , 2
2015/12/15, 39, 33, 23, 14, , 3
2015/12/16, 53, 20, 19, 12, , 3
2015/12/17, 37, 16, 28, 10, , 3
2015/12/18, 30, 17, 42, 12, , 3
2015/12/19, 23, 22, 50, 11, , 3
2015/12/20, 43, 21, 54, 10, , 2
2015/12/21, 47, 29, 20, 12, , 3
2015/12/22, 59, 16, 7, 9, , 2
2015/12/23, 30, 14, 13, 6, , 2
2015/12/24, 20, 18, 14, 6, , 2
2015/12/25, 26, 15, 17, 4, , 
2015/12/26, 24, 11, 21, 5, , 3
2015/12/27, 16, 14, 14, 2, , 2
2015/12/28, 37, 16, 12, 2, , 2
2015/12/29, 21, 12, 16, 6, , 1
2015/12/30, 17, 11, 20, 7, , 2
2015/12/31, 15, , , , , 
2015/7/2, 53, 15, 17, 9, , 4
2015/7/3, 51, 9, 17, 11, , 3
2015/7/4, 28, 19, 12, 11, , 6
2015/7/5, 62, 20, 14, 11, , 6
2015/7/6, 69, 24, 17, 9, , 7
2015/7/7, 78, 15, 11, 12, , 3
2015/7/8, 44, 15, 14, 12, , 3
2015/7/9, 49, 16, 13, 14, , 5
2015/7/10, 55, 21, 4, 13, , 7
2015/7/11, 64, 15, 12, 8, , 5
2015/7/12, 57, 7, 18, 4, , 2
2015/7/13, 32, 5, 17, 5, , 1
2015/7/14, 15, 8, 16, 10, , 2
2015/7/15, 22, 12, 12, 13, , 3
2015/7/16, 37, 14, 9, 11, , 2
2015/7/17, 37, 6, 15, 3, , 1
2015/7/18, 24, 7, 17, 6, , 1
2015/7/19, 28, 9, 17, 6, , 2
2015/7/20, 26, 13, 14, 13, , 3
2015/7/21, 39, 18, 12, , , 5
2015/7/22, 56, 22, 4, 13, , 7
2015/7/23, 56, 20, 9, 12, , 6
2015/7/24, 54, 15, 7, 11, , 4
2015/7/25, 46, 11, 18, 10, , 1
2015/7/26, 37, 10, 20, 6, , 2
2015/7/27, 28, 11, 19, 6, , 1
2015/7/28, 20, 13, 14, 14, , 3
2015/7/29, 23, 18, 14, 16, , 3
