date, pm25, pm10, o3, no2, so2, co
2020/10/23, 6, , , 8, 4, 3
2020/10/24, 17, , , 6, , 3
2020/10/25, 12, , , 7, , 3
2020/10/26, 17, , , 7, , 3
2020/10/27, 21, , , 5, 1, 3
2020/10/28, 5, , , 12, 1, 4
2020/10/29, 18, , , 7, 2, 2
2020/10/30, 28, , , 4, , 1
2020/10/31, 30, , , 7, 1, 2
2020/11/1, 22, , , 8, 2, 1
2020/11/2, 17, , , 13, 1, 1
2020/11/3, 17, , , 27, 2, 4
2020/11/4, 45, , , 10, 1, 1
2020/11/5, 21, , , 7, 1, 
2020/11/6, 20, , , 7, , 1
2020/11/7, 25, , , 4, 1, 1
2020/11/8, 29, , , 7, , 1
2020/11/9, 15, , , 19, , 1
2020/11/10, 24, , , 6, , 1
2020/11/11, 10, , , 7, , 1
2020/11/12, 13, , , 22, 1, 1
2020/11/13, 27, , , 33, , 3
2020/11/14, 45, , , 12, , 2
2020/11/15, 46, , , 16, 1, 2
2020/11/16, 46, , , 12, 5, 2
2020/11/17, 70, , , 7, , 2
2020/11/18, 37, , , 6, , 2
2020/11/19, 44, , , 12, , 2
2020/11/20, 18, , , 23, 1, 3
2020/11/21, 55, , , 17, , 4
2020/11/22, 31, , , 14, , 3
2020/11/23, 33, , , 15, 1, 4
2020/11/24, 65, , , 22, 1, 5
2020/11/25, 48, , , 9, 1, 4
2020/11/26, 18, , , 9, 1, 4
2020/11/27, 12, , , 17, 1, 6
2020/11/28, 18, , , 11, 1, 6
2020/11/29, 25, , , 16, , 6
2020/11/30, 31, , , 12, , 6
2020/12/1, 17, , , 9, , 7
2020/12/2, 12, , , 26, , 8
2020/12/3, 28, , , 25, , 10
2020/12/4, 37, , , 24, 1, 10
2020/12/5, 34, , , 19, , 10
2020/12/6, 36, , , 24, , 11
2020/12/7, 40, , , 21, , 11
2020/12/8, 22, , , 17, , 8
2020/12/9, 18, , , 11, , 2
2020/12/10, 12, , , 19, 1, 4
2020/12/11, 26, , , 14, , 3
2020/12/12, 55, , , 2, , 3
2020/12/15, 41, , , 12, , 5
2020/12/16, 57, , , 24, 1, 8
2020/12/17, 56, , , 11, , 6
2020/12/18, 35, , , 12, 1, 6
2020/12/19, 30, , , 10, , 7
2020/12/20, 13, , , 7, , 7
2020/12/21, 9, , , 20, , 9
2020/12/22, 23, , , 14, 1, 9
2020/12/23, 20, , , 12, 1, 9
2020/12/24, 20, , , 8, 1, 10
2020/12/25, 24, , , 24, 1, 11
2020/12/26, 40, , , 16, 1, 11
2020/12/27, 60, , , 11, 2, 11
2020/12/28, 42, , , 14, , 12
2020/12/29, 39, , , 16, , 12
2020/12/30, 16, , , 27, , 14
2020/12/31, 41, , , 25, 2, 14
2021/1/1, 47, , , 15, , 13
2021/1/2, 48, , , 15, , 14
2021/1/3, 34, , , 4, , 13
2021/1/4, 4, , , 15, , 14
2020/7/2, 6, , , 2, , 1
2020/7/3, 1, , , 2, , 1
2020/7/4, 8, , , 3, 2, 1
2020/7/5, 21, , , 1, , 1
2020/7/6, 5, , , 2, 2, 1
2020/7/7, 11, , , 6, 1, 1
2020/7/8, 16, , , 1, , 1
2020/7/9, 12, , , 2, , 1
2020/7/10, 15, , , 1, 1, 1
2020/7/11, 14, , , 1, 1, 1
2020/7/12, 27, , , 1, 1, 1
2020/7/13, 8, , , 1, 1, 1
2020/7/14, 1, , , 1, 1, 1
2020/7/15, 5, , , 1, , 1
2020/7/16, 5, , , 3, , 1
2020/7/17, 14, , , 1, , 1
2020/7/18, 12, , , 1, , 1
2020/7/19, 16, , , 1, , 1
2020/7/20, 11, , , 2, 1, 1
2020/7/21, 10, , , 3, 1, 1
2020/7/22, 19, , , 3, 6, 1
2020/7/23, 22, , , 4, , 1
2020/7/24, 19, , , 2, 1, 1
2020/7/25, 10, , , 1, , 1
2020/7/26, 3, , , 3, 1, 1
2020/7/27, 17, , , 4, 2, 1
2020/7/28, 19, , , 3, , 1
2020/7/29, 28, , , 3, 1, 1
2020/7/30, 25, , , 4, 1, 1
2020/7/31, 25, , , 3, 1, 1
2020/8/1, 33, , , 1, , 1
2020/8/2, 24, , , 1, 1, 1
2020/8/3, 20, , , 1, , 1
2020/8/4, 16, , , 2, 1, 1
2020/8/5, 7, , , 5, , 1
2020/8/6, 20, , , 2, 1, 1
2020/8/7, 20, , , 2, , 
2020/8/8, 9, , , 2, 1, 1
2020/8/9, 2, , , 3, , 1
2020/8/10, 4, , , 2, , 1
2020/8/11, 13, , , 3, 1, 1
2020/8/12, 14, , , 2, 1, 1
2020/8/13, 16, , , 4, 1, 1
2020/8/14, 16, , , 2, , 1
2020/8/15, 10, , , 2, 1, 2
2020/8/16, 8, , , 3, , 2
